p,scenario,trial,seed,n_transmissions,conclusive_count,conclusive_fraction,qber,exact_qber,difference_from_exact,exact_conclusive_probability,difference_conclusive
0.03,triple,17,2212162097,1000,267,0.267,0.10112359550561797,0.07077184281645711,0.030351752689160863,0.2650048839957399,0.0019951160042601113
0.03,triple,18,3111493114,1000,265,0.265,0.08679245283018867,0.07077184281645711,0.016020610013731562,0.2650048839957399,-4.883995739890512e-06
0.03,triple,19,1618328672,1000,262,0.262,0.12213740458015267,0.07077184281645711,0.051365561763695555,0.2650048839957399,-0.003004883995739893
0.03,triple,20,3702739954,1000,258,0.258,0.06201550387596899,0.07077184281645711,-0.00875633894048812,0.2650048839957399,-0.007004883995739897
0.03,triple,21,1510560541,1000,235,0.235,0.06808510638297872,0.07077184281645711,-0.002686736433478387,0.2650048839957399,-0.030004883995739917
0.03,triple,22,1034172262,1000,261,0.261,0.06513409961685823,0.07077184281645711,-0.00563774319959888,0.2650048839957399,-0.004004883995739894
0.03,triple,23,407088189,1000,261,0.261,0.11877394636015326,0.07077184281645711,0.04800210354369615,0.2650048839957399,-0.004004883995739894
0.03,triple,24,1225036474,1000,261,0.261,0.06513409961685823,0.07077184281645711,-0.00563774319959888,0.2650048839957399,-0.004004883995739894
0.03,triple,25,3581927403,1000,291,0.291,0.08934707903780069,0.07077184281645711,0.018575236221343577,0.2650048839957399,0.025995116004260077
0.03,triple,26,1922137823,1000,272,0.272,0.0625,0.07077184281645711,-0.008271842816457112,0.2650048839957399,0.006995116004260116
0.03,triple,27,3270512390,1000,261,0.261,0.09195402298850575,0.07077184281645711,0.021182180172048634,0.2650048839957399,-0.004004883995739894
0.03,triple,28,910754377,1000,243,0.243,0.0823045267489712,0.07077184281645711,0.011532683932514082,0.2650048839957399,-0.02200488399573991
0.03,triple,29,3835737921,1000,276,0.276,0.03985507246376811,0.07077184281645711,-0.030916770352689,0.2650048839957399,0.01099511600426012
0.03,triple,30,2280488232,1000,269,0.269,0.04460966542750929,0.07077184281645711,-0.02616217738894782,0.2650048839957399,0.003995116004260113
0.03,triple,31,550320747,1000,261,0.261,0.07279693486590039,0.07077184281645711,0.002025092049443275,0.2650048839957399,-0.004004883995739894
0.03,triple,32,3043169187,1000,268,0.268,0.055970149253731345,0.07077184281645711,-0.014801693562725766,0.2650048839957399,0.002995116004260112
0.03,triple,33,2940638985,1000,261,0.261,0.07279693486590039,0.07077184281645711,0.002025092049443275,0.2650048839957399,-0.004004883995739894
0.03,triple,34,3745148569,1000,268,0.268,0.0708955223880597,0.07077184281645711,0.00012367957160258625,0.2650048839957399,0.002995116004260112
0.03,triple,35,2201445478,1000,255,0.255,0.08627450980392157,0.07077184281645711,0.015502666987464456,0.2650048839957399,-0.0100048839957399
0.03,triple,36,2562803079,1000,236,0.236,0.059322033898305086,0.07077184281645711,-0.011449808918152025,0.2650048839957399,-0.029004883995739916
0.03,triple,37,1144354970,1000,263,0.263,0.07604562737642585,0.07077184281645711,0.005273784559968742,0.2650048839957399,-0.0020048839957398923
0.03,triple,38,3337533142,1000,253,0.253,0.03557312252964427,0.07077184281645711,-0.03519872028681284,0.2650048839957399,-0.012004883995739901
0.03,triple,39,973806286,1000,271,0.271,0.06273062730627306,0.07077184281645711,-0.008041215510184052,0.2650048839957399,0.005995116004260115
0.03,triple,40,3354157709,1000,253,0.253,0.07905138339920949,0.07077184281645711,0.008279540582752376,0.2650048839957399,-0.012004883995739901
0.03,triple,41,669077672,1000,256,0.256,0.08203125,0.07077184281645711,0.011259407183542888,0.2650048839957399,-0.009004883995739899
0.03,triple,42,3833379703,1000,282,0.282,0.07446808510638298,0.07077184281645711,0.0036962422899258635,0.2650048839957399,0.01699511600426007
0.03,triple,43,1739918915,1000,271,0.271,0.07749077490774908,0.07077184281645711,0.006718932091291971,0.2650048839957399,0.005995116004260115
0.03,triple,44,587048691,1000,254,0.254,0.07480314960629922,0.07077184281645711,0.004031306789842107,0.2650048839957399,-0.0110048839957399
0.03,triple,45,826547843,1000,257,0.257,0.058365758754863814,0.07077184281645711,-0.012406084061593298,0.2650048839957399,-0.008004883995739898
0.03,triple,46,4141717697,1000,272,0.272,0.0625,0.07077184281645711,-0.008271842816457112,0.2650048839957399,0.006995116004260116
0.03,triple,47,3266552384,1000,247,0.247,0.0931174089068826,0.07077184281645711,0.022345566090425484,0.2650048839957399,-0.018004883995739906
0.03,triple,48,3586686045,1000,275,0.275,0.08727272727272728,0.07077184281645711,0.016500884456270168,0.2650048839957399,0.009995116004260118
0.03,triple,49,1703575903,1000,279,0.279,0.06810035842293907,0.07077184281645711,-0.0026714843935180393,0.2650048839957399,0.013995116004260122
0.03,triple,50,4038513580,1000,264,0.264,0.09848484848484848,0.07077184281645711,0.02771300566839137,0.2650048839957399,-0.0010048839957398914
0.04,triple,1,4181340615,1000,268,0.268,0.08582089552238806,0.09169399761802415,-0.005873102095636087,0.26973288666760176,-0.0017328866676017407
0.04,triple,2,3505506784,1000,248,0.248,0.08064516129032258,0.09169399761802415,-0.011048836327701567,0.26973288666760176,-0.02173288666760176
0.04,triple,3,2324865033,1000,252,0.252,0.07539682539682539,0.09169399761802415,-0.016297172221198752,0.26973288666760176,-0.017732886667601755
0.04,triple,4,3895728639,1000,281,0.281,0.08185053380782918,0.09169399761802415,-0.009843463810194963,0.26973288666760176,0.01126711333239827
0.04,triple,5,4117188557,1000,259,0.259,0.11196911196911197,0.09169399761802415,0.020275114351087822,0.26973288666760176,-0.010732886667601749
0.04,triple,6,848786816,1000,249,0.249,0.09236947791164658,0.09169399761802415,0.000675480293622438,0.26973288666760176,-0.020732886667601758
0.04,triple,7,1068664726,1000,256,0.256,0.08203125,0.09169399761802415,-0.009662747618024145,0.26973288666760176,-0.013732886667601751
0.04,triple,8,629953704,1000,264,0.264,0.10227272727272728,0.09169399761802415,0.010578729654703134,0.26973288666760176,-0.005732886667601744
0.04,triple,9,3582070322,1000,253,0.253,0.1225296442687747,0.09169399761802415,0.03083564665075056,0.26973288666760176,-0.016732886667601754
0.04,triple,10,4209855006,1000,278,0.278,0.08992805755395683,0.09169399761802415,-0.0017659400640673145,0.26973288666760176,0.008267113332398268
0.04,triple,11,1945802625,1000,254,0.254,0.1062992125984252,0.09169399761802415,0.014605214980401057,0.26973288666760176,-0.015732886667601753
0.04,triple,12,1043558745,1000,277,0.277,0.11552346570397112,0.09169399761802415,0.023829468085946978,0.26973288666760176,0.007267113332398267
0.04,triple,13,3028878429,1000,268,0.268,0.07835820895522388,0.09169399761802415,-0.01333578866280026,0.26973288666760176,-0.0017328866676017407
0.04,triple,14,3639026548,1000,296,0.296,0.08445945945945946,0.09169399761802415,-0.007234538158564688,0.26973288666760176,0.02626711333239823
0.04,triple,15,421948958,1000,283,0.283,0.10600706713780919,0.09169399761802415,0.014313069519785046,0.26973288666760176,0.013267113332398217
0.04,triple,16,1359787981,1000,245,0.245,0.07346938775510205,0.09169399761802415,-0.018224609862922098,0.26973288666760176,-0.02473288666760176
0.04,triple,17,2065788458,1000,265,0.265,0.0830188679245283,0.09169399761802415,-0.008675129693495848,0.26973288666760176,-0.004732886667601743
0.04,triple,18,579684964,1000,268,0.268,0.08582089552238806,0.09169399761802415,-0.005873102095636087,0.26973288666760176,-0.0017328866676017407
0.04,triple,19,3177696816,1000,236,0.236,0.11440677966101695,0.09169399761802415,0.022712782042992805,0.26973288666760176,-0.03373288666760177
0.04,triple,20,3213507999,1000,255,0.255,0.08627450980392157,0.09169399761802415,-0.005419487814102578,0.26973288666760176,-0.014732886667601752
0.04,triple,21,3932802860,1000,299,0.299,0.10702341137123746,0.09169399761802415,0.015329413753213311,0.26973288666760176,0.02926711333239823
0.04,triple,22,2039632596,1000,254,0.254,0.08267716535433071,0.09169399761802415,-0.00901683226369343,0.26973288666760176,-0.015732886667601753
0.04,triple,23,1465801726,1000,281,0.281,0.08540925266903915,0.09169399761802415,-0.006284744948984997,0.26973288666760176,0.01126711333239827
0.04,triple,24,3120807420,1000,284,0.284,0.0880281690140845,0.09169399761802415,-0.0036658286039396443,0.26973288666760176,0.014267113332398218
0.04,triple,25,2680589969,1000,266,0.266,0.03383458646616541,0.09169399761802415,-0.05785941115185873,0.26973288666760176,-0.0037328866676017425
0.04,triple,26,4271796611,1000,256,0.256,0.078125,0.09169399761802415,-0.013568997618024145,0.26973288666760176,-0.013732886667601751
0.04,triple,27,460457569,1000,249,0.249,0.11646586345381527,0.09169399761802415,0.02477186583579112,0.26973288666760176,-0.020732886667601758
0.04,triple,28,558113551,1000,289,0.289,0.09342560553633218,0.09169399761802415,0.0017316079183080368,0.26973288666760176,0.019267113332398222
0.04,triple,29,1739265927,1000,276,0.276,0.06521739130434782,0.09169399761802415,-0.02647660631367632,0.26973288666760176,0.006267113332398266
0.04,triple,30,3855182655,1000,280,0.28,0.10357142857142858,0.09169399761802415,0.011877430953404433,0.26973288666760176,0.01026711333239827
0.04,triple,31,1319352014,1000,271,0.271,0.13284132841328414,0.09169399761802415,0.04114733079525999,0.26973288666760176,0.001267113332398262
0.04,triple,32,1147276325,1000,255,0.255,0.08235294117647059,0.09169399761802415,-0.009341056441553558,0.26973288666760176,-0.014732886667601752
0.04,triple,33,684918977,1000,287,0.287,0.09059233449477352,0.09169399761802415,-0.0011016631232506208,0.26973288666760176,0.01726711333239822
0.04,triple,34,999697700,1000,292,0.292,0.0958904109589041,0.09169399761802415,0.004196413340879959,0.26973288666760176,0.022267113332398225
0.04,triple,35,2788532261,1000,266,0.266,0.07894736842105263,0.09169399761802415,-0.012746629196971518,0.26973288666760176,-0.0037328866676017425
0.04,triple,36,1609499879,1000,278,0.278,0.06474820143884892,0.09169399761802415,-0.026945796179175224,0.26973288666760176,0.008267113332398268
0.04,triple,37,2929617165,1000,283,0.283,0.0812720848056537,0.09169399761802415,-0.01042191281237044,0.26973288666760176,0.013267113332398217
0.04,triple,38,3945620473,1000,276,0.276,0.06884057971014493,0.09169399761802415,-0.022853417907879217,0.26973288666760176,0.006267113332398266
0.04,triple,39,876348758,1000,281,0.281,0.08896797153024912,0.09169399761802415,-0.0027260260877750297,0.26973288666760176,0.01126711333239827
0.04,triple,40,2328207074,1000,259,0.259,0.10038610038610038,0.09169399761802415,0.008692102768076235,0.26973288666760176,-0.010732886667601749
0.04,triple,41,2823076258,1000,285,0.285,0.08421052631578947,0.09169399761802415,-0.007483471302234673,0.26973288666760176,0.015267113332398219
0.04,triple,42,3738106969,1000,287,0.287,0.10801393728222997,0.09169399761802415,0.01631993966420582,0.26973288666760176,0.01726711333239822
0.04,triple,43,3962130163,1000,270,0.27,0.06666666666666667,0.09169399761802415,-0.02502733095135748,0.26973288666760176,0.00026711333239826107
0.04,triple,44,863458974,1000,268,0.268,0.08582089552238806,0.09169399761802415,-0.005873102095636087,0.26973288666760176,-0.0017328866676017407
0.04,triple,45,366398073,1000,274,0.274,0.10218978102189781,0.09169399761802415,0.010495783403873665,0.26973288666760176,0.004267113332398265
0.04,triple,46,2025261671,1000,245,0.245,0.08979591836734693,0.09169399761802415,-0.001898079250677212,0.26973288666760176,-0.02473288666760176
0.04,triple,47,3354823346,1000,278,0.278,0.07553956834532374,0.09169399761802415,-0.016154429272700402,0.26973288666760176,0.008267113332398268
0.04,triple,48,4127542036,1000,271,0.271,0.07380073800738007,0.09169399761802415,-0.01789325961064407,0.26973288666760176,0.001267113332398262
0.04,triple,49,1517915711,1000,272,0.272,0.10661764705882353,0.09169399761802415,0.01492364944079938,0.26973288666760176,0.002267113332398263
0.04,triple,50,832715831,1000,267,0.267,0.11610486891385768,0.09169399761802415,0.02441087129583354,0.26973288666760176,-0.0027328866676017416
0.05,triple,1,1095373518,1000,275,0.275,0.09090909090909091,0.11145644657331528,-0.020547355664224373,0.2743253260461723,0.000674673953827698
0.05,triple,2,737840206,1000,253,0.253,0.15019762845849802,0.11145644657331528,0.03874118188518273,0.2743253260461723,-0.02132532604617232
0.05,triple,3,602446611,1000,248,0.248,0.12903225806451613,0.11145644657331528,0.01757581149120084,0.2743253260461723,-0.026325326046172326
0.05,triple,4,3643957404,1000,284,0.284,0.11619718309859155,0.11145644657331528,0.004740736525276262,0.2743253260461723,0.00967467395382765
0.05,triple,5,1433912158,1000,282,0.282,0.1595744680851064,0.11145644657331528,0.048118021511791106,0.2743253260461723,0.007674673953827649
0.05,triple,6,797529928,1000,268,0.268,0.10820895522388059,0.11145644657331528,-0.0032474913494346946,0.2743253260461723,-0.006325326046172308
0.05,triple,7,3407753984,1000,275,0.275,0.12,0.11145644657331528,0.00854355342668471,0.2743253260461723,0.000674673953827698
0.05,triple,8,1922545795,1000,290,0.29,0.09310344827586207,0.11145644657331528,-0.01835299829745321,0.2743253260461723,0.015674673953827656
0.05,triple,9,2408593396,1000,257,0.257,0.10116731517509728,0.11145644657331528,-0.010289131398218007,0.2743253260461723,-0.017325326046172318
0.05,triple,10,3634546403,1000,269,0.269,0.13382899628252787,0.11145644657331528,0.022372549709212583,0.2743253260461723,-0.005325326046172307
0.05,triple,11,150756466,1000,276,0.276,0.13768115942028986,0.11145644657331528,0.02622471284697457,0.2743253260461723,0.001674673953827699
0.05,triple,12,941925726,1000,272,0.272,0.08088235294117647,0.11145644657331528,-0.03057409363213881,0.2743253260461723,-0.0023253260461723047
0.05,triple,13,942932584,1000,279,0.279,0.12544802867383512,0.11145644657331528,0.013991582100519831,0.2743253260461723,0.004674673953827702
0.05,triple,14,2357143723,1000,264,0.264,0.14015151515151514,0.11145644657331528,0.028695068578199853,0.2743253260461723,-0.010325326046172312
0.05,triple,15,3591437524,1000,260,0.26,0.12692307692307692,0.11145644657331528,0.015466630349761631,0.2743253260461723,-0.014325326046172315
0.05,triple,16,1779701121,1000,271,0.271,0.12177121771217712,0.11145644657331528,0.010314771138861839,0.2743253260461723,-0.0033253260461723055
0.05,triple,17,1414185940,1000,269,0.269,0.09293680297397769,0.11145644657331528,-0.018519643599337596,0.2743253260461723,-0.005325326046172307
0.05,triple,18,1820517415,1000,268,0.268,0.1044776119402985,0.11145644657331528,-0.006978834633016781,0.2743253260461723,-0.006325326046172308
0.05,triple,19,2128141377,1000,263,0.263,0.11026615969581749,0.11145644657331528,-0.0011902868774977954,0.2743253260461723,-0.011325326046172313
0.05,triple,20,694828068,1000,286,0.286,0.12237762237762238,0.11145644657331528,0.010921175804307098,0.2743253260461723,0.011674673953827652
0.05,triple,21,3372858833,1000,287,0.287,0.07665505226480836,0.11145644657331528,-0.03480139430850693,0.2743253260461723,0.012674673953827653
0.05,triple,22,3710936296,1000,271,0.271,0.11439114391143912,0.11145644657331528,0.0029346973381238345,0.2743253260461723,-0.0033253260461723055
0.05,triple,23,2407184016,1000,293,0.293,0.11945392491467577,0.11145644657331528,0.007997478341360484,0.2743253260461723,0.01867467395382766
0.05,triple,24,479641179,1000,290,0.29,0.11379310344827587,0.11145644657331528,0.0023366568749605826,0.2743253260461723,0.015674673953827656
0.05,triple,25,1714951919,1000,270,0.27,0.12222222222222222,0.11145644657331528,0.010765775648906933,0.2743253260461723,-0.004325326046172306
0.05,triple,26,963451411,1000,278,0.278,0.0683453237410072,0.11145644657331528,-0.043111122832308085,0.2743253260461723,0.0036746739538277007
0.05,triple,27,1367904041,1000,261,0.261,0.10727969348659004,0.11145644657331528,-0.004176753086725243,0.2743253260461723,-0.013325326046172314
0.05,triple,28,3807710044,1000,273,0.273,0.13553113553113552,0.11145644657331528,0.024074688957820237,0.2743253260461723,-0.0013253260461723038
0.05,triple,29,1938112169,1000,293,0.293,0.09215017064846416,0.11145644657331528,-0.019306275924851124,0.2743253260461723,0.01867467395382766
0.05,triple,30,331334896,1000,267,0.267,0.09737827715355805,0.11145644657331528,-0.01407816941975723,0.2743253260461723,-0.007325326046172309
0.05,triple,31,1461705814,1000,283,0.283,0.10600706713780919,0.11145644657331528,-0.005449379435506094,0.2743253260461723,0.00867467395382765
0.05,triple,32,1515104145,1000,277,0.277,0.12274368231046931,0.11145644657331528,0.011287235737154025,0.2743253260461723,0.0026746739538277
0.05,triple,33,676973143,1000,270,0.27,0.11851851851851852,0.11145644657331528,0.007062071945203238,0.2743253260461723,-0.004325326046172306
0.05,triple,34,4012318484,1000,284,0.284,0.11267605633802817,0.11145644657331528,0.0012196097647128867,0.2743253260461723,0.00967467395382765
0.05,triple,35,2384608038,1000,285,0.285,0.12280701754385964,0.11145644657331528,0.011350570970544357,0.2743253260461723,0.010674673953827651
0.05,triple,36,1753626903,1000,284,0.284,0.1443661971830986,0.11145644657331528,0.03290975060978331,0.2743253260461723,0.00967467395382765
0.05,triple,37,3845860815,1000,274,0.274,0.0948905109489051,0.11145644657331528,-0.01656593562441018,0.2743253260461723,-0.0003253260461723029
0.05,triple,38,3955898744,1000,271,0.271,0.05904059040590406,0.11145644657331528,-0.05241585616741123,0.2743253260461723,-0.0033253260461723055
0.05,triple,39,618273995,1000,289,0.289,0.11418685121107267,0.11145644657331528,0.0027304046377573804,0.2743253260461723,0.014674673953827655
0.05,triple,40,1307810699,1000,287,0.287,0.10801393728222997,0.11145644657331528,-0.003442509291085319,0.2743253260461723,0.012674673953827653
0.05,triple,41,2940472248,1000,277,0.277,0.11552346570397112,0.11145644657331528,0.004067019130655838,0.2743253260461723,0.0026746739538277
0.05,triple,42,1402478399,1000,250,0.25,0.16,0.11145644657331528,0.04854355342668472,0.2743253260461723,-0.024325326046172324
0.05,triple,43,2109637780,1000,275,0.275,0.10545454545454545,0.11145644657331528,-0.006001901118769831,0.2743253260461723,0.000674673953827698
0.05,triple,44,697073025,1000,260,0.26,0.12307692307692308,0.11145644657331528,0.011620476503607799,0.2743253260461723,-0.014325326046172315
0.05,triple,45,3750839876,1000,261,0.261,0.13026819923371646,0.11145644657331528,0.01881175266040118,0.2743253260461723,-0.013325326046172314
0.05,triple,46,516519720,1000,293,0.293,0.10238907849829351,0.11145644657331528,-0.009067368075021773,0.2743253260461723,0.01867467395382766
0.05,triple,47,459261456,1000,296,0.296,0.13851351351351351,0.11145644657331528,0.02705706694019823,0.2743253260461723,0.02167467395382766
0.05,triple,48,1636675172,1000,294,0.294,0.10204081632653061,0.11145644657331528,-0.00941563024678467,0.2743253260461723,0.01967467395382766
0.05,triple,49,536568747,1000,261,0.261,0.09578544061302682,0.11145644657331528,-0.01567100596028846,0.2743253260461723,-0.013325326046172314
0.05,triple,50,4065715830,1000,261,0.261,0.12260536398467432,0.11145644657331528,0.011148917411359038,0.2743253260461723,-0.013325326046172314
0.06,triple,1,2004266805,1000,277,0.277,0.16606498194945848,0.13014769527798165,0.03591728667147684,0.2787829596858934,-0.0017829596858933705
0.06,triple,2,262505093,1000,286,0.286,0.13986013986013987,0.13014769527798165,0.009712444582158225,0.2787829596858934,0.007217040314106582
0.06,triple,3,193568695,1000,278,0.278,0.16546762589928057,0.13014769527798165,0.03531993062129893,0.2787829596858934,-0.0007829596858933696
0.06,triple,4,2447257615,1000,261,0.261,0.13026819923371646,0.13014769527798165,0.00012050395573481865,0.2787829596858934,-0.017782959685893385
0.06,triple,5,1759610094,1000,265,0.265,0.10943396226415095,0.13014769527798165,-0.0207137330138307,0.2787829596858934,-0.013782959685893381
0.06,triple,6,1589017317,1000,277,0.277,0.10469314079422383,0.13014769527798165,-0.025454554483757816,0.2787829596858934,-0.0017829596858933705
0.06,triple,7,2855845045,1000,248,0.248,0.14919354838709678,0.13014769527798165,0.019045853109115135,0.2787829596858934,-0.030782959685893396
0.06,triple,8,4286884158,1000,253,0.253,0.1422924901185771,0.13014769527798165,0.012144794840595441,0.2787829596858934,-0.025782959685893392
0.06,triple,9,340941129,1000,285,0.285,0.1368421052631579,0.13014769527798165,0.006694409985176258,0.2787829596858934,0.006217040314106581
0.06,triple,10,3370900618,1000,291,0.291,0.13402061855670103,0.13014769527798165,0.0038729232787193812,0.2787829596858934,0.012217040314106586
0.06,triple,11,585860364,1000,300,0.3,0.12,0.13014769527798165,-0.01014769527798165,0.2787829596858934,0.021217040314106594
0.06,triple,12,419338642,1000,305,0.305,0.11147540983606558,0.13014769527798165,-0.01867228544191607,0.2787829596858934,0.0262170403141066
0.06,triple,13,2731288092,1000,297,0.297,0.16161616161616163,0.13014769527798165,0.031468466338179985,0.2787829596858934,0.018217040314106592
0.06,triple,14,1767306534,1000,277,0.277,0.13357400722021662,0.13014769527798165,0.003426311942234972,0.2787829596858934,-0.0017829596858933705
0.06,triple,15,594256004,1000,305,0.305,0.09836065573770492,0.13014769527798165,-0.03178703954027673,0.2787829596858934,0.0262170403141066
0.06,triple,16,1095428607,1000,280,0.28,0.08928571428571429,0.13014769527798165,-0.04086198099226736,0.2787829596858934,0.0012170403141066322
0.06,triple,17,2376659154,1000,287,0.287,0.17421602787456447,0.13014769527798165,0.04406833259658283,0.2787829596858934,0.008217040314106583
0.06,triple,18,3566824839,1000,261,0.261,0.10344827586206896,0.13014769527798165,-0.02669941941591268,0.2787829596858934,-0.017782959685893385
0.06,triple,19,3008216076,1000,288,0.288,0.15625,0.13014769527798165,0.026102304722018355,0.2787829596858934,0.009217040314106584
0.06,triple,20,3701573976,1000,276,0.276,0.14492753623188406,0.13014769527798165,0.014779840953902418,0.2787829596858934,-0.0027829596858933714
0.06,triple,21,2508314912,1000,297,0.297,0.13804713804713806,0.13014769527798165,0.007899442769156412,0.2787829596858934,0.018217040314106592
0.06,triple,22,1604225457,1000,270,0.27,0.13333333333333333,0.13014769527798165,0.003185638055351686,0.2787829596858934,-0.008782959685893377
0.06,triple,23,172336458,1000,264,0.264,0.13636363636363635,0.13014769527798165,0.006215941085654708,0.2787829596858934,-0.014782959685893382
0.06,triple,24,1136668435,1000,280,0.28,0.14642857142857144,0.13014769527798165,0.01628087615058979,0.2787829596858934,0.0012170403141066322
0.06,triple,25,1422416367,1000,261,0.261,0.1111111111111111,0.13014769527798165,-0.01903658416687054,0.2787829596858934,-0.017782959685893385
0.06,triple,26,1787895742,1000,273,0.273,0.10622710622710622,0.13014769527798165,-0.02392058905087542,0.2787829596858934,-0.005782959685893374
0.06,triple,27,2644332489,1000,275,0.275,0.13818181818181818,0.13014769527798165,0.008034122903836538,0.2787829596858934,-0.0037829596858933723
0.06,triple,28,2614188268,1000,278,0.278,0.11510791366906475,0.13014769527798165,-0.015039781608916891,0.2787829596858934,-0.0007829596858933696
0.06,triple,29,3420971610,1000,292,0.292,0.136986301369863,0.13014769527798165,0.006838606091881361,0.2787829596858934,0.013217040314106587
0.06,triple,30,2535480851,1000,278,0.278,0.11870503597122302,0.13014769527798165,-0.011442659306758626,0.2787829596858934,-0.0007829596858933696
0.06,triple,31,2848602915,1000,281,0.281,0.12455516014234876,0.13014769527798165,-0.0055925351356328895,0.2787829596858934,0.002217040314106633
0.06,triple,32,691030457,1000,271,0.271,0.12546125461254612,0.13014769527798165,-0.004686440665435526,0.2787829596858934,-0.007782959685893376
0.06,triple,33,4059400370,1000,270,0.27,0.15555555555555556,0.13014769527798165,0.025407860277573913,0.2787829596858934,-0.008782959685893377
0.06,triple,34,1049233478,1000,294,0.294,0.12244897959183673,0.13014769527798165,-0.0076987156861449135,0.2787829596858934,0.015217040314106589
0.06,triple,35,1697355830,1000,260,0.26,0.1576923076923077,0.13014769527798165,0.027544612414326042,0.2787829596858934,-0.018782959685893386
0.06,triple,36,1493228579,1000,273,0.273,0.14652014652014653,0.13014769527798165,0.01637245124216488,0.2787829596858934,-0.005782959685893374
0.06,triple,37,434884474,1000,294,0.294,0.1326530612244898,0.13014769527798165,0.002505365946508159,0.2787829596858934,0.015217040314106589
0.06,triple,38,202103441,1000,252,0.252,0.13095238095238096,0.13014769527798165,0.0008046856743993136,0.2787829596858934,-0.026782959685893393
0.06,triple,39,3542166417,1000,224,0.224,0.13392857142857142,0.13014769527798165,0.003780876150589779,0.2787829596858934,-0.05478295968589339
0.06,triple,40,126381940,1000,272,0.272,0.12867647058823528,0.13014769527798165,-0.0014712246897463643,0.2787829596858934,-0.006782959685893375
0.06,triple,41,3980275477,1000,273,0.273,0.11721611721611722,0.13014769527798165,-0.01293157806186443,0.2787829596858934,-0.005782959685893374
0.06,triple,42,3449774182,1000,239,0.239,0.15481171548117154,0.13014769527798165,0.02466402020318989,0.2787829596858934,-0.039782959685893404
0.06,triple,43,4249819517,1000,258,0.258,0.10077519379844961,0.13014769527798165,-0.029372501479532034,0.2787829596858934,-0.020782959685893387
0.06,triple,44,2484869717,1000,290,0.29,0.1310344827586207,0.13014769527798165,0.0008867874806390563,0.2787829596858934,0.011217040314106586
0.06,triple,45,1737951835,1000,284,0.284,0.11619718309859155,0.13014769527798165,-0.013950512179390098,0.2787829596858934,0.00521704031410658
0.06,triple,46,2058265818,1000,285,0.285,0.13333333333333333,0.13014769527798165,0.003185638055351686,0.2787829596858934,0.006217040314106581
0.06,triple,47,3326098794,1000,295,0.295,0.09830508474576272,0.13014769527798165,-0.03184261053221893,0.2787829596858934,0.01621704031410659
0.06,triple,48,2908773274,1000,276,0.276,0.13768115942028986,0.13014769527798165,0.0075334641423082105,0.2787829596858934,-0.0027829596858933714
0.06,triple,49,481581050,1000,278,0.278,0.1510791366906475,0.13014769527798165,0.02093144141266584,0.2787829596858934,-0.0007829596858933696
0.06,triple,50,4044626499,1000,276,0.276,0.15579710144927536,0.13014769527798165,0.025649406171293715,0.2787829596858934,-0.0027829596858933714
0.07,triple,1,1814443681,1000,293,0.293,0.15017064846416384,0.14784734050371398,0.002323307960449855,0.28310655058285517,0.009893449417144817
0.07,triple,2,1038959017,1000,304,0.304,0.14473684210526316,0.14784734050371398,-0.003110498398450817,0.28310655058285517,0.020893449417144827
0.07,triple,3,2805809263,1000,303,0.303,0.10561056105610561,0.14784734050371398,-0.04223677944760837,0.28310655058285517,0.019893449417144826
0.07,triple,4,2455504278,1000,281,0.281,0.15658362989323843,0.14784734050371398,0.008736289389524449,0.28310655058285517,-0.002106550582855138
0.07,triple,5,2849556597,1000,298,0.298,0.14093959731543623,0.14784734050371398,-0.0069077431882777485,0.28310655058285517,0.014893449417144822
0.07,triple,6,592143555,1000,305,0.305,0.14098360655737704,0.14784734050371398,-0.006863733946336936,0.28310655058285517,0.021893449417144828
0.07,triple,7,3188161515,1000,261,0.261,0.13793103448275862,0.14784734050371398,-0.009916306020955362,0.28310655058285517,-0.022106550582855156
0.07,triple,8,2943058838,1000,254,0.254,0.15748031496062992,0.14784734050371398,0.009632974456915938,0.28310655058285517,-0.029106550582855162
0.07,triple,9,3734680079,1000,278,0.278,0.12589928057553956,0.14784734050371398,-0.021948059928174418,0.28310655058285517,-0.0051065505828551405
0.07,triple,10,3225155362,1000,293,0.293,0.15358361774744028,0.14784734050371398,0.005736277243726301,0.28310655058285517,0.009893449417144817
0.07,triple,11,1828446051,1000,288,0.288,0.16666666666666666,0.14784734050371398,0.018819326162952676,0.28310655058285517,0.004893449417144813
0.07,triple,12,247173921,1000,291,0.291,0.1718213058419244,0.14784734050371398,0.023973965338210418,0.28310655058285517,0.007893449417144816
0.07,triple,13,3408030618,1000,293,0.293,0.16040955631399317,0.14784734050371398,0.012562215810279193,0.28310655058285517,0.009893449417144817
0.07,triple,14,4205062470,1000,264,0.264,0.1590909090909091,0.14784734050371398,0.011243568587195107,0.28310655058285517,-0.019106550582855153
0.07,triple,15,3942538381,1000,317,0.317,0.1640378548895899,0.14784734050371398,0.01619051438587593,0.28310655058285517,0.03389344941714484
0.07,triple,16,1781182342,1000,309,0.309,0.14563106796116504,0.14784734050371398,-0.0022162725425489416,0.28310655058285517,0.02589344941714483
0.07,triple,17,42247487,1000,295,0.295,0.13898305084745763,0.14784734050371398,-0.008864289656256352,0.28310655058285517,0.011893449417144819
0.07,triple,18,785105442,1000,277,0.277,0.1407942238267148,0.14784734050371398,-0.007053116676999177,0.28310655058285517,-0.006106550582855141
