d,q,gamma,ordering_class,concurrence,T_xx,T_zz,Q,fixed_chsh,s_max,entangled,shared_p,p
0.079,0.079,0.079,1,3.652430425758297e-01,5.226444305038297e-01,6.851972241440001e-01,1.574013879280001e-01,1.708146049202121e+00,1.723545690385161e+00,True,True,0.079
0.079,0.079,0.079,2,3.646202795367187e-01,5.226444305038297e-01,6.839516980657779e-01,1.580241509671113e-01,1.706384609330010e+00,1.721565712976108e+00,True,True,0.079
0.08,0.08,0.08,1,3.589845560888887e-01,5.180521471999999e-01,6.818648177777776e-01,1.590675911111111e-01,1.696938845593135e+00,1.712679370975960e+00,True,True,0.08
0.08,0.08,0.08,2,3.583382983111111e-01,5.180521471999999e-01,6.805723022222223e-01,1.597138488888888e-01,1.695110952564891e+00,1.710621741672409e+00,True,True,0.08
0.081,0.081,0.081,1,3.527653898967034e-01,5.134914981447037e-01,6.785477835039994e-01,1.607261082479999e-01,1.685798118989078e+00,1.701882032533492e+00,True,True,0.081
0.081,0.081,0.081,2,3.520950656487033e-01,5.134914981447036e-01,6.772071350079993e-01,1.613964324959999e-01,1.683902155703659e+00,1.699744713035031e+00,True,True,0.081
0.082,0.082,0.082,1,3.465853670369282e-01,5.089623233249281e-01,6.752460874240002e-01,1.623769562880001e-01,1.674723595157423e+00,1.691153364004257e+00,True,True,0.082
0.082,0.082,0.082,2,3.458903983044836e-01,5.089623233249282e-01,6.738561499591109e-01,1.630719250204445e-01,1.672757926743726e+00,1.688934288126124e+00,True,True,0.082
0.083,0.083,0.083,1,3.404443110967610e-01,5.044644632558720e-01,6.719596956817779e-01,1.640201521591111e-01,1.663715000672986e+00,1.680493055396282e+00,True,True,0.083
0.083,0.083,0.083,2,3.397241136043164e-01,5.044644632558720e-01,6.705193006968888e-01,1.647403496515555e-01,1.661677974550182e+00,1.678190129031964e+00,True,True,0.083
0.084,0.084,0.084,1,3.343420462120960e-01,4.999977589800960e-01,6.686885744640000e-01,1.656557127680000e-01,1.652772062916726e+00,1.669900797776700e+00,True,True,0.084
0.084,0.084,0.084,2,3.335960294440963e-01,4.999977589800961e-01,6.671965409280003e-01,1.664017295359999e-01,1.650662008854599e+00,1.667511898861783e+00,True,True,0.084
0.085,0.085,0.085,1,3.282783970666673e-01,4.955620520666670e-01,6.654326900000006e-01,1.672836550000001e-01,1.641894510074534e+00,1.659376283269305e+00,True,True,0.085
0.085,0.085,0.085,2,3.275059642888894e-01,4.955620520666670e-01,6.638878244444448e-01,1.680560877777779e-01,1.639709740253824e+00,1.656899261746596e+00,True,True,0.085
0.086,0.086,0.086,1,3.222531888911924e-01,4.911571846103037e-01,6.621920085617774e-01,1.689039957191110e-01,1.631082071136023e+00,1.648919205052086e+00,True,True,0.086
0.086,0.086,0.086,2,3.214537371720811e-01,4.911571846103037e-01,6.605931051235550e-01,1.697034474382222e-01,1.628820880208764e+00,1.646351882838052e+00,True,True,0.086
0.087,0.087,0.087,1,3.162662474625275e-01,4.867829992305278e-01,6.589664964639994e-01,1.705167517679999e-01,1.620334475893334e+00,1.638529257354785e+00,True,True,0.087
0.087,0.087,0.087,2,3.154391676945275e-01,4.867829992305277e-01,6.573123369279996e-01,1.713438315359998e-01,1.617995141043195e+00,1.635869428307304e+00,True,True,0.087
0.088,0.088,0.088,1,3.103173991028057e-01,4.824393390708056e-01,6.557561200640003e-01,1.721219399680001e-01,1.609651454939914e+00,1.628206135456401e+00,True,True,0.088
0.088,0.088,0.088,2,3.094620760236946e-01,4.824393390708056e-01,6.540454739057782e-01,1.729772630471113e-01,1.607232235942535e+00,1.625451565343870e+00,True,True,0.088
0.089,0.089,0.089,1,3.044064706785847e-01,4.781260477976959e-01,6.525608457617778e-01,1.737195771191111e-01,1.599032739669312e+00,1.617949535682706e+00,True,True,0.089
0.089,0.089,0.089,2,3.035222828928072e-01,4.781260477976959e-01,6.507924701902228e-01,1.746037649048889e-01,1.596531878952649e+00,1.615097962154539e+00,True,True,0.089
0.09,0.09,0.09,1,2.985332895999999e-01,4.738429695999999e-01,6.493806400000000e-01,1.753096800000000e-01,1.588478062273982e+00,1.607759155403764e+00,True,True,0.09
0.09,0.09,0.09,2,2.976196096000002e-01,4.738429696000002e-01,6.475532800000001e-01,1.762233600000001e-01,1.585893784978645e+00,1.604808287962279e+00,True,True,0.09
0.091,0.091,0.091,1,2.926976838199040e-01,4.695899491879041e-01,6.462154692639999e-01,1.768922653680000e-01,1.577987155744069e+00,1.597634693031407e+00,True,True,0.091
0.091,0.091,0.091,2,2.917538780074592e-01,4.695899491879040e-01,6.443278576391105e-01,1.778360711804445e-01,1.575317669783657e+00,1.594582213005155e+00,True,True,0.091
0.092,0.092,0.092,1,2.868994818330173e-01,4.653668317921283e-01,6.430653000817779e-01,1.784673499591111e-01,1.567559753866201e+00,1.587575848016730e+00,True,True,0.092
0.092,0.092,0.092,2,2.859249105405730e-01,4.653668317921282e-01,6.411161574968894e-01,1.794419212515557e-01,1.564803249987653e+00,1.584419408535277e+00,True,True,0.092
0.093,0.093,0.093,1,2.811385126750719e-01,4.611734631630720e-01,6.399300990239998e-01,1.800349504880000e-01,1.557195591222283e+00,1.577582320847553e+00,True,True,0.093
0.093,0.093,0.093,2,2.801325301870721e-01,4.611734631630720e-01,6.379181340480004e-01,1.810409329759999e-01,1.554350243066206e+00,1.574319546817740e+00,True,True,0.093
0.094,0.094,0.094,1,2.754146059219622e-01,4.570096895699624e-01,6.368098327039995e-01,1.815950836479999e-01,1.546894403188297e+00,1.567653813045889e+00,True,True,0.094
0.094,0.094,0.094,2,2.743765604961845e-01,4.570096895699622e-01,6.347337418524445e-01,1.826331290737777e-01,1.543958367349308e+00,1.564282301129613e+00,True,True,0.094
0.095,0.095,0.095,1,2.697275916888889e-01,4.528753578000000e-01,6.337044677777779e-01,1.831477661111112e-01,1.536655925933086e+00,1.557790027165400e+00,True,True,0.095
0.095,0.095,0.095,2,2.686568255777775e-01,4.528753577999998e-01,6.315629355555553e-01,1.842185322222222e-01,1.533627342020159e+00,1.554307345758912e+00,True,True,0.095
0.096,0.096,0.096,1,2.640773006295034e-01,4.487703151575037e-01,6.306139709439994e-01,1.846930145279999e-01,1.526479896417146e+00,1.547990666788821e+00,True,True,0.096
0.096,0.096,0.096,2,2.629731501015033e-01,4.487703151575037e-01,6.284056698879992e-01,1.857971650559999e-01,1.523356887113948e+00,1.544394356003609e+00,True,True,0.096
0.097,0.097,0.097,1,2.584635639350617e-01,4.446944094630615e-01,6.275383089440004e-01,1.862308455280001e-01,1.516366052391438e+00,1.538255436525412e+00,True,True,0.097
0.097,0.097,0.097,2,2.573253592959506e-01,4.446944094630615e-01,6.252618996657782e-01,1.873690501671112e-01,1.513146723516665e+00,1.534543008170652e+00,True,True,0.097
0.098,0.098,0.098,1,2.528862133335609e-01,4.406474890526720e-01,6.244774485617778e-01,1.877612757191111e-01,1.506314132396152e+00,1.528584042008358e+00,True,True,0.098
0.098,0.098,0.098,2,2.517132789477831e-01,4.406474890526720e-01,6.221315797902223e-01,1.889342101048889e-01,1.502996572963870e+00,1.524752979574990e+00,True,True,0.098
0.099,0.099,0.099,1,2.473450810888960e-01,4.366294027768961e-01,6.214313566239997e-01,1.892843216880000e-01,1.496323875759523e+00,1.518976189892197e+00,True,True,0.099
0.099,0.099,0.099,2,2.461367354008959e-01,4.366294027768960e-01,6.190146652479998e-01,1.904926673760000e-01,1.492906158039514e+00,1.515023948538639e+00,True,True,0.099
0.1,0.1,0.1,1,2.418399999999993e-01,4.326399999999995e-01,6.183999999999995e-01,1.907999999999998e-01,1.486395022596616e+00,1.509431587850207e+00,True,True,0.1
0.1,0.1,0.1,2,2.405955555555550e-01,4.326399999999996e-01,6.159111111111109e-01,1.920444444444443e-01,1.482875202174710e+00,1.505355594389741e+00,True,True,0.1
